headline,link,state,district,article_text,summary,keywords,topic,seo_title,meta_description
Another explosion targets policeman's house in Punjab's Batala,https://timesofindia.indiatimes.com/india/another-explosion-targeting-policemen-in-batala/articleshow/118335744.cms,Punjab,General News,"AMRITSAR: After nearly two weeks of silence, another explosion occurred, targeting the house of a policeman in Raimal village in Batala police district, on Monday evening. 
This is the twelfth blast targeting police posts and the first targeting the house of a police person since mid-November 2024.
Senior Superintendent of Police (SSP) Batala, Suhail Qasim Mir, confirmed that a loud sound was heard in Raimal village, which appears to have been caused by a 
low-intensity bomb
. He said that it was not yet clear whether it was a grenade blast or some other form of explosive. ""We are verifying what happened and investigating the cause to understand the exact situation,"" said Qasim.
He also confirmed that the blast occurred near the house of a policeman.
Earlier, on the night of February 3, a blast occurred outside the boundary wall of the Fatehgarh Churian police chowki in Amritsar. Fortunately, there were no reported injuries, loss of life, or damage to the police post, aside from a small crater on the road. eom
Stay informed with the latest 
India
 news, updates on 
public holidays
, and 
bank holidays in March
."," A low-intensity bomb targeted the house of a policeman in Raimal village in Batala police district, on Monday evening . This is the twelfth blast targeting police posts since mid-November 2024 . No reported injuries, loss of life, or damage to police post, aside from small crater on road .","[('police', 5), ('blast', 4), ('house', 3), ('policeman', 2), ('Raimal', 2)]",Crime,Another explosion targets policeman's house in Punjab's Batala - Crime,"Another explosion targets policeman's house in Punjab's Batala -  A low-intensity bomb targeted the house of a policeman in Raimal village in Batala police district, on Monday evening . This is the twelfth blast targeting police posts since mid-November 2024 . No reported injuries, loss of life, or damage to police post, aside from small crater on road ."
Watch: PM Modi personally receives Qatar Amir Al Thani at Delhi airport,https://timesofindia.indiatimes.com/india/watch-pm-modi-personally-receives-qatar-emir-al-thani-at-delhi-airport/articleshow/118333709.cms,Delhi,Delhi,"PM Modi receives Emir of Qatar
 
NEW DELHI: Prime Minister Narendra Modi on Monday arrived at Delhi's 
Indira Gandhi International Airport
 to personally receive Amir of Qatar 
Sheikh Tamim Bin Hamad Al Thani
. The Qatar Amir is on a two-day 
state visit
 that will conclude on February 18.
During his visit, the Qatar Amir will also be meeting external affairs minister S 
Jaishankar
, PM Narendra Modi and President 
Droupadi Murmu
.
The Amir will be accompanied by a high-level delegation, including ministers and business leaders.
PM Modi had travelled to Doha last year for a 
bilateral visit
 during which he thanked the Amir for the release of eight Indian Navy veterans who had been arrested and sentenced to death for espionage. 
One of these men, however, is yet to return to India. 
During his visit, Al-Thani and PM Modi look to enhance cooperation in areas like trade, investment, energy and new technology. The govt said in its announcement that India and Qatar have deep-rooted historical ties of friendship, trust and mutual respect.
LIVE: PM Modi receives Amir of the State of Qatar upon his arrival in New Delhi
Stay informed with the latest 
India
 news, updates on 
public holidays
, and 
bank holidays in March
.", PM Modi receives Emir of Qatar's Sheikh Tamim Bin Hamad Al Thani . PM Modi personally receives Amir of Qatar at Delhi's Indira Gandhi International Airport . Al-Thani is on a two-day state visit that will conclude on February 18 .,"[('Modi', 6), ('Qatar', 6), ('Amir', 6), ('PM', 5), ('visit', 4)]",Miscellaneous,Watch: PM Modi personally receives Qatar Amir Al Thani at Delhi airport - Miscellaneous,Watch: PM Modi personally receives Qatar Amir Al Thani at Delhi airport -  PM Modi receives Emir of Qatar's Sheikh Tamim Bin Hamad Al Thani . PM Modi personally receives Amir of Qatar at Delhi's Indira Gandhi International Airport . Al-Thani is on a two-day state visit that will conclude on February 18 .
'Dispatched two officers': Nepal's PM Oli after third year B Tech girl's death at KIIT university in Odisha,https://timesofindia.indiatimes.com/india/dispatched-two-officers-nepals-pm-oli-after-third-year-b-tech-girls-death-at-kiit-university-in-odisha/articleshow/118332188.cms,Odisha,General News,"NEW DELHI: Nepal’s Prime Minister KP Sharma Oli on Monday responded to the death of a Nepali student at 
KIIT University
 in Odisha, saying that his government has dispatched two officers from the Nepalese Embassy in New Delhi to counsel affected students. 
“Our Embassy in New Delhi has dispatched two officers to counsel Nepali students affected in Odisha. Additionally, arrangements have been made to ensure they have the option to either remain in their hostel or return home, based on their preference,” he said.
The Embassy of India in Kathmandu also issued a statement expressing deep sorrow over the student's death. Offering condolences to the family, the Embassy confirmed it has been in contact with both KIIT authorities and the Odisha State Government. Local authorities have already initiated an investigation into the incident, which is being treated as a case of suspected suicide. 
The incident involved the alleged suicide of 
Prakriti Lamsal
, a third-year B-Tech student from Nepal, inside her hostel room at Kalinga Institute of Industrial Technology (KIIT). Following the discovery of her body on Sunday, tensions escalated on campus, with Nepali students staging protests demanding justice.
Her cousin filed a complaint at the Infocity police station, alleging that she took her own life due to blackmail by another student. Bhubaneswar DCP Pinak Mishra confirmed that a case has been registered on charges of abetment to suicide, and the accused student is in police custody. “We have seized the mobile phone, laptop, and other gadgets of the deceased woman. A scientific investigation is underway,” he stated, urging students to maintain peace.
Appeal all Nepali students to return and resume classes: University
In response to the growing unrest, KIIT authorities issued a notice ordering all Nepali students to vacate the campus immediately. “The institute was closed sine die for all international students from Nepal, and they are directed to vacate the university campus immediately today on 17th February,” the notice read.
Students were seen leaving hostels in large numbers, with reports emerging that they were given little time to prepare. Some claimed they had no clear travel arrangements or food. “We were protesting for the girl, and suddenly we were asked to vacate. We don’t know what their intentions are, but we were forcibly made to leave. I don’t have a train ticket or money,” Rajan Gupta, a Nepali student, told reporters.
KIIT Registrar Prof. Jnyana Ranjan Mohanty stated that the decision to ask Nepali students to leave was made in response to their protests. “Following the incident, a few Nepali students protested. The university held discussions with them, and the situation was resolved. They accepted the decision and left,” he told ANI.
KIIT University issued a statement acknowledging the incident and said the police acted swiftly. “Immediately after the incident, police investigated the matter and apprehended the culprit. The administration has taken all-out efforts to restore normalcy on campus and in the hostels to resume academic activities,” it said. The university also urged Nepali students who had left to return and resume their studies.
Stay informed with the latest 
India
 news, updates on 
public holidays
, and 
bank holidays in March
."," Nepalese PM KP Sharma Oli responds to death of Nepali student at Kalinga Institute of Industrial Technology in Odisha . Incident involved alleged suicide of Prakriti Lamsal, a third-year B-Tech student from Nepal, inside her hostel room at KIIT . Tensions escalated on campus, with Nepali students staging protests demanding justice .","[('students', 10), ('Nepali', 9), ('student', 6), ('KIIT', 6), ('incident', 5)]",Education,'Dispatched two officers': Nepal's PM Oli after third year B Tech girl's death at KIIT university in Odisha - Education,"'Dispatched two officers': Nepal's PM Oli after third year B Tech girl's death at KIIT university in Odisha -  Nepalese PM KP Sharma Oli responds to death of Nepali student at Kalinga Institute of Industrial Technology in Odisha . Incident involved alleged suicide of Prakriti Lamsal, a third-year B-Tech student from Nepal, inside her hostel room at KIIT . Tensions escalated on campus, with Nepali students staging protests demanding justice ."
"On way to Kumbh, Bihar women tell railway official 'Modi ji allowed travel without tickets'",https://timesofindia.indiatimes.com/india/on-way-to-kumbh-bihar-women-tell-railway-official-modi-ji-allowed-travel-without-tickets/articleshow/118327069.cms,Bihar,General News,"Representative image
 
PATNA: A senior railway official in Bihar was left stunned when a group of rural women claimed that they had been allowed to travel without tickets by Prime Minister Narendra Modi. The video of the conversation between 
Danapur divisional railway manager
 Jayant Kumar and pilgrims heading for Prayagraj Maha Kumbh, at the Buxar railway station bordering Uttar Pradesh, has gone viral on social media. 
The DRM was inspecting the station on Sunday in view of the higher-than-expected rush of pilgrims visiting the mega congregation, which has also been blamed for the stampede at New Delhi railway station. 
At least 18 people died in the stampede at the packed New Delhi railway station on Saturday night. 
Upon noticing a group of women, of various age groups, standing near railway tracks, the official asked them what were they doing there. They told him that they wanted to catch a train for Prayagraj. 
""Do you have tickets"", asked the DRM, and when the women replied in the negative, he said quizzically, ""Who told you that you can travel without tickets?"". 
Pat came the reply ""Narendra Modi told us so"", evoking a grin from bystanders even as the DRM took a few seconds to regain his composure. 
He told the women, ""You are mistaken. Neither the prime minister nor any other authority has allowed this. If you wish to travel, you must do so after getting tickets, lest you may be charged with breaking the law."" 
Later, talking to reporters, the DRM said, ""For Maha Kumbh, we had made arrangements on a scale that we do at the time of any festive rush. This time what is unusual is that the rush has continued till a time when footfall was expected to have thinned down. Nonetheless, we are prepared."" 
The Maha Kumbh will officially come to a close on February 26, coinciding with the Maha Shivratri festival. 
According to official estimates more than 50 crore people have visited Prayagraj so far for a holy dip in the Sangam, the confluence of Ganga, Yamuna and mythical river Saraswati.
Stay informed with the latest 
India
 news, updates on 
public holidays
, and 
bank holidays in March
.", A senior railway official in Bihar was left stunned when a group of rural women claimed that they had been allowed to travel without tickets by Prime Minister Narendra Modi . The video of the conversation between the official and pilgrims heading for Prayagraj Maha Kumbh has gone viral on social media .,"[('railway', 6), ('women', 4), ('tickets', 4), ('Maha', 4), ('station', 4)]",Miscellaneous,"On way to Kumbh, Bihar women tell railway official 'Modi ji allowed travel without tickets' - Miscellaneous","On way to Kumbh, Bihar women tell railway official 'Modi ji allowed travel without tickets' -  A senior railway official in Bihar was left stunned when a group of rural women claimed that they had been allowed to travel without tickets by Prime Minister Narendra Modi . The video of the conversation between the official and pilgrims heading for Prayagraj Maha Kumbh has gone viral on social media ."
"Assam police books Pakistan national Ali Tauqeer Sheikh, who worked with Congress MP Gaurav Gogoi's wife, under UAPA",https://timesofindia.indiatimes.com/india/assam-police-booked-pak-national-ali-tauqeer-sheikh-who-worked-with-congress-mp-gaurav-gogois-wife-booked-under-uapa/articleshow/118325025.cms,Assam,General News,"Himanta Biswa Sarma (left), and Gaurav Gogoi.
 
NEW DELHI: The 
Assam Police
 registered a case against Pakistani national 
Ali Tauqeer Sheikh
 and others under multiple sections of the 
Bharatiya Nyaya Sanhita
 (BNS) and the 
Unlawful Activities Prevention Act
 (UAPA), Assam chief minister 
Himanta Biswa Sarma
 announced on Monday.
""In pursuance of the Cabinet decision taken yesterday, Assam Police has lodged an FIR and the same had been registered as CID PS Case No 05/2025 U/S 48/152/61/197(1) BNS, 2023 RW Sec13(1) UA(P) Act against Ali Tauqeer Sheikh and unknown others,"" Sarma said in a post on X.
Congress MP Gaurav Gogoi hit back at the Bharatiya Janata Party, dismissing the actions as diversionary tactics. ""Assam government can conduct any inquiry but we know where we stand,"" the Congress MP said amid controversy over his wife’s 'ISI links'
The Assam chief minister had indicated on Sunday that a police case might also be registered to investigate allegations of Pakistani links of Congress leader 
Akhil Gogoi
’s wife, Elizabeth Colburn, who is a British national. However, the Assam cabinet decided on Sunday not to order a case against her.
The chief minister had said the state government would write to the Centre for probing Colburn's participation in Lok Sabha campaigns, despite being a British citizen, in the erstwhile Kaliabor constituency, which was won by Gogoi twice.
Sarma said that Sheikh had engagements with the Pakistani government and also founded Lead Pakistan, a non-profit organization focusing on climate change. He claimed that Elizabeth Colburn was associated with 
Lead Pakistan
 during her time in Islamabad.
The Assam CM said that various news reports, social media posts, and other public information had surfaced regarding comments made by Sheikh. ""In recent days, multiple news reports, social media posts, and other information in the public domain have surfaced regarding certain comments made by Pakistani national Ali Tauqeer Sheikh aimed at disrupting communal harmony in Assam,"" Sarma said.
He added that an analysis of Sheikh’s social media activity showed ""exhaustive commentary on India's internal affairs and parliamentary matters, raising serious concerns about his intentions to compromise and damage India's interests.""
Sarma said Sheikh had ""deep roots in the government of Pakistan and its leadership,"" having represented Pakistan in international forums and served on committees formed by the Prime Minister of Pakistan. ""Closer examination of information from the public domain reveals that Ali Sheikh is an influential individual with deep roots in the govt of Pakistan and its leadership, having represented Pakistan in international forums. It has come to the attention of the Assam cabinet via publicly available information that Ali Sheikh has served the govt of Pakistan in various advisory positions and on committees constituted by the Prime Minister of Pakistan,"" he said.
Gaurav Gogoi had earlier said that allegations of ""ISI links"" of his wife are being levelled as the Bharatiya Janata Party government ""is trying to hide its unfulfilled promises made to the people of Assam"".
Calling the remarks of the Assam CM as ""baseless, factless, slanderous"", Gogoi said the BJP government has ""no performance to show"".
""They are unable to fulfil any of their promises and in order to hide their failures, they are embarking upon a mischievous, malicious, baseless, factless, slanderous campaign.""
Stay informed with the latest 
India
 news, updates on 
public holidays
, and 
bank holidays in March
."," Assam Police have registered a case against Pakistani national Ali Tauqeer Sheikh and others . Congress MP Gaurav Gogoi hit back at the Bharatiya Janata Party, dismissing the actions as diversionary tactics . Congress leader's wife, Elizabeth Colburn, a British national, is accused of Pakistani links .","[('Assam', 10), ('Sheikh', 9), ('Pakistan', 9), ('Sarma', 6), ('Gogoi', 6)]",Miscellaneous,"Assam police books Pakistan national Ali Tauqeer Sheikh, who worked with Congress MP Gaurav Gogoi's wife, under UAPA - Miscellaneous","Assam police books Pakistan national Ali Tauqeer Sheikh, who worked with Congress MP Gaurav Gogoi's wife, under UAPA -  Assam Police have registered a case against Pakistani national Ali Tauqeer Sheikh and others . Congress MP Gaurav Gogoi hit back at the Bharatiya Janata Party, dismissing the actions as diversionary tactics . Congress leader's wife, Elizabeth Colburn, a British national, is accused of Pakistani links ."
Why did residents hear a loud sound during the earthquake in Delhi?,https://timesofindia.indiatimes.com/india/why-did-residents-hear-a-loud-sound-during-the-earthquake-in-delhi/articleshow/118325505.cms,Delhi,Delhi,"NEW DELHI: Tremors of magnitude 4.0 on the Richter Scale hit the Northern part of India early Monday morning. The national capital and its neighbouring areas felt the 
earthquake
 at 5.36 am first followed by another of the same magnitude that jolted Bihar at 8.02 am. 
However, the residents of Delhi-NCR recounted the moment and said they also heard a loud sound.
Poll
What Should Be Your Immediate Action During an Earthquake?
Evacuate The Building Immediately
Drop, Cover, and Hold On
As Delhi-NCR was jolted by an early morning earthquake, National Centre for Seismology director, OP Mishra said, ""The epicentre was at Jheel Park in Dhaula Kuan, it was a 4.0 magnitude earthquake. It was at a depth of 5 km, which is called shallow depth, hence people felt the effect. People getting panicked was natural. Seismologically, it is not a new region, earthquakes have happened earlier in the region. Earlier, there was a 4.6 magnitude earthquake in the 6 km periphery, but it was deeper, with a 10 km depth. There is a difference. It was not a plate tectonic earthquake, it was due to in situ material heterogeneity, and it was due to local effect. We can expect an aftershock of around 1 or 1.2 magnitude.""
Why the loud sound?
Seismologists say the booming noise accompanying the tremors was due to the shallow depth of the earthquake. According to the US Geological Survey (USGS), high-frequency vibrations from shallow-focus quakes generate sound waves as the ground shakes. The closer the quake is to the surface, the more energy and noise it produces. In some cases, even when tremors are not strongly felt, earthquakes can create booming sounds.
Delhi's earthquake risk: A seismic hotspot
Delhi falls under Seismic Zone IV, which signifies a fairly high earthquake risk, as per the Delhi disaster management authority. The region is vulnerable to quakes measuring between 5.0 and 6.0, with occasional tremors reaching magnitudes of 7.0 or higher.
The seismic activity in North India is primarily driven by the collision between the Indian and Eurasian tectonic plates, which store enormous energy before eventually releasing it as earthquakes. Shallow earthquakes, such as the one recorded today, tend to be more damaging due to their proximity to the surface.
The Dhaula Kuan area, the epicentre of today's quake, has a history of minor tremors every two to three years, with a 3.3-magnitude quake recorded in 2015.
Residents recall terrifying moments
The tremors startled many residents in the early hours, with social media flooded with videos and reactions. CCTV footage from a Delhi residence captured water tanks and wires swaying violently as the quake struck.
At New Delhi Railway Station, a passenger likened the tremors to a ""bridge collapse.""
""I was in the waiting lounge when everything started shaking. People rushed outside, thinking something had collapsed,"" he said.
Another resident described the experience as “one of the most intense earthquakes” they had ever felt.
""It was like a train passing right next to my house. Everything was shaking. I've never felt anything like this before,"" they said.
Authorities respond, urge caution
Following the quake, the Delhi Police reassured citizens and urged them to remain cautious. ""We hope you all are safe, Delhi. For emergencies, call 112,"" they posted on X (formerly Twitter).
Stay informed with the latest 
India
 news, updates on 
public holidays
, and 
bank holidays in March
."," Tremors of magnitude 4.0 on Richter Scale hit the Northern part of India early Monday morning . Seismologists say the booming noise accompanying the tremors was due to the shallow depth of the earthquake . Delhi falls under Seismic Zone IV, which signifies a fairly high earthquake risk, as per the Delhi disaster management authority . The region is vulnerable to quakes measuring between 5.0 and 6.0 .","[('Delhi', 9), ('earthquake', 8), ('magnitude', 6), ('tremors', 6), ('earthquakes', 5)]",Disasters,Why did residents hear a loud sound during the earthquake in Delhi? - Disasters,"Why did residents hear a loud sound during the earthquake in Delhi? -  Tremors of magnitude 4.0 on Richter Scale hit the Northern part of India early Monday morning . Seismologists say the booming noise accompanying the tremors was due to the shallow depth of the earthquake . Delhi falls under Seismic Zone IV, which signifies a fairly high earthquake risk, as per the Delhi disaster management authority . The region is vulnerable to quakes measuring between 5.0 and 6.0 ."
Centre to set up holding zones at 60 railway stations after Delhi stampede: Report,https://timesofindia.indiatimes.com/india/centre-to-set-up-holding-zones-at-60-railway-stations-after-delhi-stampede-report/articleshow/118322850.cms,Delhi,Delhi,"NEW DELHI: The ministry of railways in response to heavy crowding during peak travel seasons is planning to develop permanent holding areas at 60 railway stations to manage passenger flow across the network, according to ANI sources.
The move comes after at least 18 people were killed and several others injured in a stampede at New Delhi Railway Station late Saturday night. The incident occurred when a massive crowd gathered following the announcement of a special train for the Maha Kumbh in Prayagraj. Within minutes, chaos erupted as passengers surged forward, leading to multiple casualties and injuries.
Eyewitnesses reported that the crowd surge was triggered by the delay of two trains, causing an unexpected influx of passengers. As people rushed to board the special train, the situation spiralled out of control, with some passengers fainting amid the crush. This reportedly sparked rumours of a stampede, further intensifying the panic.
With rising concerns over crowd management at major railway hubs, the Centre is now working on creating designated holding zones to prevent such incidents in the future, ANI sources said.
Stay informed with the latest 
India
 news, updates on 
public holidays
, and 
bank holidays in March
.", Ministry of railways planning to develop permanent holding areas at 60 railway stations . Move comes after 18 people were killed and several others injured in a stampede at New Delhi Railway Station late Saturday night .,"[('crowd', 3), ('passengers', 3), ('railway', 2), ('ANI', 2), ('sources', 2)]",Miscellaneous,Centre to set up holding zones at 60 railway stations after Delhi stampede: Report - Miscellaneous,Centre to set up holding zones at 60 railway stations after Delhi stampede: Report -  Ministry of railways planning to develop permanent holding areas at 60 railway stations . Move comes after 18 people were killed and several others injured in a stampede at New Delhi Railway Station late Saturday night .
"After Delhi-NCR, earthquake with magnitude of 4.0 hits Bihar",https://timesofindia.indiatimes.com/india/after-delhi-ncr-earthquake-with-a-magnitude-of-4-0-hits-bihar/articleshow/118317007.cms,Bihar,General News,"NEW DELHI: After Delhi-NCR, an 
earthquake
 of magnitude 4.0 on the Richter scale hit Bihar's Siwan at 08.02 am on Monday.
The National Center for Seismology said, ""EQ of M: 4.0, On: 17/02/2025 08:02:08 IST, Lat: 25.93 N, Long: 84.42 E, Depth: 10 Km, Location: Siwan, Bihar."" 
Earlier today, a tremor of magnitude 4.0 hit Delhi-NCR accompanied by a loud sound. According to National Center for Seismology, the earthquake, with its epicentre in New Delhi, struck at a depth of five kilometres at 05.36 am. 
Following this, PM Modi urged residents of Delhi and surrounding areas to stay calm and follow safety protocols. 
""Tremors were felt in Delhi and nearby areas. Urging everyone to stay calm and follow safety precautions, staying alert for possible aftershocks. Authorities are keeping a close watch on the situation,"" PM Modi said.
Stay informed with the latest 
India
 news, updates on 
public holidays
, and 
bank holidays in March
."," Earlier today, a tremor of magnitude 4.0 hit Delhi-NCR accompanied by a loud sound . PM Modi urged residents of Delhi and surrounding areas to stay calm and follow safety protocols .","[('Delhi', 5), ('NCR', 2), ('earthquake', 2), ('magnitude', 2), ('Bihar', 2)]",Disasters,"After Delhi-NCR, earthquake with magnitude of 4.0 hits Bihar - Disasters","After Delhi-NCR, earthquake with magnitude of 4.0 hits Bihar -  Earlier today, a tremor of magnitude 4.0 hit Delhi-NCR accompanied by a loud sound . PM Modi urged residents of Delhi and surrounding areas to stay calm and follow safety protocols ."
"After drubbing AAP in Delhi, 'Bangal cholo' next for BJP?",https://timesofindia.indiatimes.com/india/after-drubbing-aap-in-delhi-bangla-chalo-next-for-bjp/articleshow/118116026.cms,Delhi,Delhi,"PTI photo (File)
 
NEW DELHI: Since 2014, the BJP has been moving from one poll victory to another -- both on the national as well as the state level -- with seemingly nothing able to stand in the way of the Modi wave. 
However, one thorn in BJP's side was Delhi, where the Arvind Kejriwal-led fortress managed to survive the saffron tsunami not once, but twice.
However, 2025 proved to be a breakthrough year as the BJP broke the 27-year-old jinx to storm back to power in the Capital. It defeated the indomitable Aam Aadmi Party (AAP) by winning 48 seats in the 70-member Delhi assembly.
Bristling with confidence after acquiring the Rajdhani in the North, the party has already given clear indications that its next mission is to make inroads in the eastern state of West Bengal.
Like Delhi, making inroads in the Mamata Banerjee-ruled Bengal has been an uphill task for the BJP for the past two assembly elections.
In the 2016 assembly elections, buoyed by the majority mandate at the Centre, the BJP expected to emerge as a key party but faced an embarrassing defeat. The party won only 3 seats in the 294-seat West Bengal assembly.
In 2019, the BJP came back to power at the Centre with an even bigger mandate and by then had a decent presence in even the northeastern states, where BJP had negligible presence before 2014.
Two years down the line, the party made another attempt to breach the fortress of Mamata Banerjee but to no avail. 
In 2021, when the results trickled in, the BJP won only 77 seats with TMC winning a whopping mandate by securing victory on 215 seats. Though the BJP vote and seat share improved substantially, it was far less than the 200-seat mark the party had expected to win in the polls.
Just like Delhi in 2015 and 2020, the BJP fell flat in Bengal in 2016 and 2021.
However, with the BJP finally triumphing in Delhi, Bengal BJP leaders now see the possibility that Bengal may not be ""mission impossible"" anymore.
As BJP was celebrating its victory in the Capital on February 8, its top Bengal leader Suvendu Adhikari shot off a salvo at CM Mamata Banerjee, saying after the national capital, Bengal would vote for the BJP by uprooting ruling TMC.
""Delhi ki jeet hamari hai ... 2026 mein Bengal ki baari hai … (Delhi's victory is ours ... in 2026 it will be Bengal's turn),"" Adhikari said while reacting to BJP's massive comeback after 27 years of political exile.
Pumped by the BJP's historic win in Delhi, Bengal BJP chief and Union minister Sukanta Majumdar said Delhi's victory would serve as a morale booster for party workers in West Bengal ahead of next year's assembly elections.
BJP's Amit Malviya, who heads the party's I-T department, said that ""jitters from the Delhi results are being felt in West Bengal"" and claimed that ""nervous"" Mamata Banerjee would go solo in next year's assembly polls.
""A nervous Mamata Banerjee has told TMC MLAs that there will be NO alliance in Bengal … It is not surprising that she applies a different yardstick to the opposition in Haryana and Delhi but is unwilling to cede space for the alliance at home,"" Malviya wrote on X.
Stay informed with the latest 
India
 news, updates on 
public holidays
, and 
bank holidays in March
.", The BJP broke the 27-year-old jinx to storm back to power in the Capital . The party has already given clear indications that its next mission is to make inroads in the eastern state of West Bengal .,"[('BJP', 18), ('Bengal', 13), ('Delhi', 11), ('party', 7), ('assembly', 6)]",Miscellaneous,"After drubbing AAP in Delhi, 'Bangal cholo' next for BJP? - Miscellaneous","After drubbing AAP in Delhi, 'Bangal cholo' next for BJP? -  The BJP broke the 27-year-old jinx to storm back to power in the Capital . The party has already given clear indications that its next mission is to make inroads in the eastern state of West Bengal ."
"No discontent in Punjab AAP, asserts Bhagwant Mann; all MLAs attend Delhi meet",https://timesofindia.indiatimes.com/india/no-discontent-in-punjab-aap-asserts-bhagwant-mann-all-mlas-attend-delhi-meet/articleshow/118157908.cms,Delhi,Delhi,"NEW DELHI: Punjab CM 
Bhagwant Mann
 on Tuesday dismissed claims by Congress and BJP of unrest brewing among AAP MLAs, tamping down speculation that the ripples from AAP's Delhi debacle may pose a risk to his govt.
Talking to reporters after the surprise move of party boss Arvind Kejriwal to summon Punjab CM, ministers, MPs and MLAs to Delhi, Mann took on Congress and said ""switching sides is Congress's culture"" and reminded Partap Singh Bajwa, the leader of opposition in Punjab, that his party drew a blank in Delhi.
Ahead of the meeting, which AAP said was attended by all 92 Punjab MLAs, Bajwa had alleged that the party was preparing the ground to oust Mann from the CM's post. He had also claimed that over 30 AAP MLAs were in touch with his party. 
Meeting sparks speculation about instability in 
Punjab AAP
 Instead of counting our MLAs, he should see how many Congress candidates won in Delhi,"" Bhagwant Mann said. Kejriwal and other senior functionaries held a meeting with Punjab functionaries to ostensibly thank them for their involvement in Delhi campaign.
According to AAP, the meeting at Kapurthala House saw all MLAs from Punjab and MPs from the state come together in what the party projected as a show of solidarity and normalcy amid the gloom of the Delhi loss. Besides Kejriwal and former deputy CM Manish Sisodia, national organisational secretary and Rajya Sabha MP Sandeep Pathak and RS MP Raghav Chadha were present.
Kejriwal is learnt to have asked the Punjab MLAs to reconnect with voters while working unitedly to pave the way for AAP's return to office in 2027. The timing of the meeting following AAP's defeat in Delhi had sparked speculation about instability in the party's Punjab unit. Asked about Bajwa's allegation that he could quit AAP with a group of MLAs, Mann said, ""Let them say so. We cultivated the party with hard work by going to every nook and corner of the state. They don't worry about their own party and find fault with others. It is Congress that has a culture of switching parties.""
BJP's newly-elected Rajouri Garden MLA Manjinder Singh Sirsa claimed Mann's ""nervousness and body language"" after the meeting ""supports the conspiracy theory"" that he had spoken of on Monday. Sirsa had alleged that Kejriwal was scripting a narrative to oust Mann. 
AAP's estranged RS MP Swati Maliwal also took a dig at Kejriwal and said, ""Some people have started treating Punjab as their personal ATM. Today, massive corruption is rampant in Punjab.""
Stay informed with the latest 
India
 news, updates on 
public holidays
, and 
bank holidays in March
."," Punjab CM Bhagwant Mann dismisses claims by Congress and BJP of unrest brewing among AAP MLAs . Mann said ""switching sides is Congress's culture"" and reminded opposition leader Partap Singh Bajwa that his party drew a blank in Delhi . Mann's ""nervousness and body language"" after meeting ""supports conspiracy theory""","[('AAP', 10), ('MLAs', 8), ('party', 8), ('Mann', 7), ('Delhi', 7)]",Miscellaneous,"No discontent in Punjab AAP, asserts Bhagwant Mann; all MLAs attend Delhi meet - Miscellaneous","No discontent in Punjab AAP, asserts Bhagwant Mann; all MLAs attend Delhi meet -  Punjab CM Bhagwant Mann dismisses claims by Congress and BJP of unrest brewing among AAP MLAs . Mann said ""switching sides is Congress's culture"" and reminded opposition leader Partap Singh Bajwa that his party drew a blank in Delhi . Mann's ""nervousness and body language"" after meeting ""supports conspiracy theory"""
Delhi Secretariat readies to welcome new govt,https://timesofindia.indiatimes.com/city/delhi/delhi-secretariat-readies-to-welcome-new-govt/articleshow/118153958.cms,Delhi,Delhi,"New Delhi: 
Delhi Secretariat
 is being prepared to serve as the seat of the new BJP govt in office, with changes to the nameplates of former ministers, repairs, and other maintenance works. After winning the assembly polls, a meeting of the BJP legislative party is yet to take place to elect the leader of the House, who will be the 
new chief minister
 of Delhi.
The security at Delhi Secretariat was ramped up on Saturday while the counting of votes was progressing to ensure the safety of official records. A senior general administration department (GAD) officer said that routine maintenance works were being sped up to ensure the Delhi Secretariat premises was ready to receive the new govt. The nameplates of several ministers in the previous govt were removed, and their offices were also being spruced up for the new council of ministers.
The formation of the new govt and the oath-taking ceremony of the chief minister in Delhi are likely to take place after 
Prime Minister Narendra Modi
 returns from his foreign visit at the weekend. 
Meanwhile, the political circle and BJP's offices are abuzz with speculation over the names of the prospective chief minister.
Stay updated with breaking 
news
, 
bank holidays
 and upcoming
 public holidays in march
.", New Delhi Secretariat is being prepared to serve as the new chief minister . The nameplates of several ministers in the previous government have been removed . The new Delhi government is yet to announce the name of the new leader .,"[('Delhi', 6), ('govt', 4), ('Secretariat', 3), ('BJP', 3), ('ministers', 3)]",Miscellaneous,Delhi Secretariat readies to welcome new govt - Miscellaneous,Delhi Secretariat readies to welcome new govt -  New Delhi Secretariat is being prepared to serve as the new chief minister . The nameplates of several ministers in the previous government have been removed . The new Delhi government is yet to announce the name of the new leader .
